article_type,author_names,authorinfo,citation,citation_date,correspondence_author,keywords,titles
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Paul Wiegert', '1', '2', 'Martin Connors', '1', '2', '3', '4', '5', 'Christian Veillet', '6']","['Department of Physics and Astronomy, The University of Western Ontario, London, Ontario N6A 3K7, Canada', 'Centre for Planetary Science and Exploration (CPSX), London, Ontario N6A 3K7, Canada', 'Athabasca University Observatories, Athabasca, Alberta T9S 3A3, Canada', 'Institute for Space-Earth Environmental Research, University of Nagoya, Nagoya 464-8601, Japan', 'Department of Physics and Astronomy, University of Calgary, Calgary, Alberta T2N 1N4, Canada', 'Large Binocular Telescope Observatory, Tucson, Arizona 85721, USA']","['Nature', '\n\t\t\t543,', '687–689', '(30 March 2017)', 'doi:10.1038/nature22029', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t20 December 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t31 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t20 December 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t31 January 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['Paul Wiegert'],"['Asteroids, comets and Kuiper belt', 'Early solar system']",A retrograde co-orbital asteroid of Jupiter
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Sujata Gupta', '1']","['Sujata Gupta is a freelance science writer in Burlington, Vermont.']","['Nature', '\n\t\t\t543,', 'S48–S49', '(30 March 2017)', 'doi:10.1038/543S48a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Health care', 'Immunology', 'Microbiome']",Microbiome: Puppy power
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Benjamin Allen', '1', '2', '3', 'Gabor Lippner', '3', '4', 'Yu-Ting Chen', '2', '3', '5', 'Babak Fotouhi', '2', '6', 'Naghmeh Momeni', '2', '7', 'Shing-Tung Yau', '3', '8', 'Martin A. Nowak', '2', '8', '9']","['Department of Mathematics, Emmanuel College, Boston, Massachusetts, USA', 'Program for Evolutionary Dynamics, Harvard University, Cambridge, Massachusetts, USA', 'Center for Mathematical Sciences and Applications, Harvard University, Cambridge, Massachusetts, USA', 'Department of Mathematics, Northeastern University, Boston, Massachusetts, USA', 'Department of Mathematics, University of Tennessee, Knoxville, Tennessee, USA', 'Institute for Quantitative Social Sciences, Harvard University, Cambridge, Massachusetts, USA', 'Department of Electrical and Computer Engineering, McGill University, Montreal, Canada', 'Department of Mathematics, Harvard University, Cambridge, Massachusetts, USA', 'Department of Organismic and Evolutionary Biology, Harvard University, Cambridge, Massachusetts, USA']","['Nature', '(2017)', 'doi:10.1038/nature21723', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t31 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t31 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['Benjamin Allen'],[],Evolutionary dynamics on any population structure
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n']","['Herb Brody', '1']",['Chief supplements editor'],"['Nature', '\n\t\t\t543,', 'S41', '(30 March 2017)', 'doi:10.1038/543S41a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Diseases', 'Health care']",Animal health
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Ilya M. Flyamer', '1', '2', '3', '*', '†', 'Johanna Gassler', '1', '*', 'Maxim Imakaev', '4', '5', '*', 'Hugo B. Brandão', '6', 'Sergey V. Ulianov', '2', '3', 'Nezar Abdennur', '7', 'Sergey V. Razin', '2', '3', 'Leonid A. Mirny', '4', '5', '6', '§', 'Kikuë Tachibana-Konwalski', '1', '§']","['IMBA - Institute of Molecular Biotechnology of the Austrian Academy of Sciences, Vienna Biocenter (VBC), Dr Bohr-Gasse 3, 1030 Vienna, Austria', 'Institute of Gene Biology, Russian Academy of Sciences, Moscow 119334, Russia', 'Faculty of Biology, Lomonosov Moscow State University, Moscow 119234, Russia', 'Institute for Medical Engineering and Science, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts 02139, USA', 'Department of Physics, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts 02139, USA', 'Harvard Program in Biophysics, Harvard University, Cambridge, Massachusetts 02138, USA', 'Computational and Systems Biology Program, Massachusetts Institute of Technology (MIT), Cambridge, Massachusetts 02139 USA']","['Nature', '\n\t\t\t544,', '110–114', '(06 April 2017)', 'doi:10.1038/nature21711', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t13 March 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t13 March 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t14 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['Leonid A. Mirny', 'Kikuë Tachibana-Konwalski']","['Embryology', 'Chromatin analysis', 'Chromatin structure', 'Nuclear organization', 'Reprogramming']",Single-nucleus Hi-C reveals unique chromatin reorganization at oocyte-to-zygote transition
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Sarah DeWeerdt', '1']","['Sarah DeWeerdt is a freelance science writer in Seattle, Washington.']","['Nature', '\n\t\t\t543,', 'S52–S53', '(30 March 2017)', 'doi:10.1038/543S52a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Diseases', 'Parasitology']",Parasites: Kitty carriers
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Tuğçe Aktaş', '1', 'n1', 'İbrahim Avşar Ilık', '1', 'n1', 'Daniel Maticzka', '2', 'Vivek Bhardwaj', '1', '3', 'Cecilia Pessoa Rodrigues', '1', '3', 'Gerhard Mittler', '1', 'Thomas Manke', '1', 'Rolf Backofen', '2', 'Asifa Akhtar', '1']","['Max Planck Institute of Immunobiology and Epigenetics, Freiburg, Germany', 'Institute for Informatics, Albert-Ludwigs-University, Freiburg, Germany', 'Faculty of Biology, University of Freiburg, 79104 Freiburg, Germany']","['Nature', '\n\t\t\t544,', '115–119', '(06 April 2017)', 'doi:10.1038/nature21715', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t05 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t05 August 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['Asifa Akhtar'],"['RNA', 'Epigenetics', 'High-throughput screening', 'Chromosome segregation']",DHX9 suppresses RNA processing defects originating from the Alu invasion of the human genome
"['\nNature |\n\t\t\t\t\tArticle  Accelerated Article Preview ', '\nNature\n']","['Mariko Shimokawa', '1', '*', 'Yuki Ohta', '1', '*', 'Shingo Nishikori', '1', '2', 'Mami Matano', '1', 'Ai Takano', '1', 'Masayuki Fujii', '1', 'Shoichi Date', '1', '2', 'Shinya Sugimoto', '1', 'Takanori Kanai', '1', 'Toshiro Sato', '1']","['Department of Gastroenterology, Keio University School of Medicine, Tokyo, Japan', 'Fujii Memorial Research Institute, Otsuka Pharmaceutical Company, Limited, Shiga, Japan']","['Nature', '(2017)', 'doi:10.1038/nature22081', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t21 June 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 March 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t21 June 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t23 March 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['Toshiro Sato'],"['Cancer stem cells', 'Colorectal cancer', 'Cancer therapy']",Visualization and targeting of LGR5+ human colon cancer stem cells
[],[],[],[],[],[],[],Personalized cancer models point to better drugs
"['\nNature |\n\t\t\t\t\tOutlook\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tOutlook\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",['Rosie Mestel'],[],"['Nature', '\n\t\t\t543,', 'S42–S43', '(30 March 2017)', 'doi:10.1038/543S42a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Diseases', 'Health care']",Pets: Millennia together
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tObituary\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Florian R. Greten', '1']","['Florian R. Greten is at the Institute for Tumour Biology and Experimental Therapy, Georg-Speyer-Haus, 60596 Frankfurt, Germany.']","['Nature', '\n\t\t\t543,', '626–627', '(30 March 2017)', 'doi:10.1038/543626a', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],['Florian R. Greten'],"['Cancer', 'Medical research']",Cancer: Tumour stem-cell surprises
[],[],[],[],[],[],[],Brain implant lets paralysed man move his arm
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t543,', '592', '(30 March 2017)', 'doi:10.1038/543592b', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Geophysics', 'Planetary science']",Planetary science: Titan's electrified dunes
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Qiang Zhang', '1', '*', 'Xujia Jiang', '1', '2', '*', 'Dan Tong', '1', '*', 'Steven J. Davis', '1', '3', 'Hongyan Zhao', '1', 'Guannan Geng', '1', 'Tong Feng', '1', 'Bo Zheng', '2', 'Zifeng Lu', '4', 'David G. Streets', '4', 'Ruijing Ni', '5', 'Michael Brauer', '6', 'Aaron van Donkelaar', '7', 'Randall V. Martin', '7', '8', 'Hong Huo', '9', 'Zhu Liu', '10', 'Da Pan', '11', 'Haidong Kan', '12', 'Yingying Yan', '5', 'Jintai Lin', '5', 'Kebin He', '1', '2', '13', 'Dabo Guan', '1', '14']","['Ministry of Education Key Laboratory for Earth System Modeling, Department of Earth System Science, Tsinghua University, Beijing 100084, China', 'State Key Joint Laboratory of Environment Simulation and Pollution Control, School of Environment, Tsinghua University, Beijing 100084, China', 'Department of Earth System Science, University of California, Irvine, California 92697, USA', 'Energy Systems Division, Argonne National Laboratory, Argonne, Illinois 60439, USA', 'Laboratory for Climate and Ocean-Atmosphere Studies, Department of Atmospheric and Oceanic Sciences, School of Physics, Peking University, Beijing 100871, China', 'School of Population and Public Health, University of British Columbia, Vancouver, British Columbia V6T 1Z3, Canada', 'Department of Physics and Atmospheric Science, Dalhousie University, Halifax, Nova Scotia B3H 4R2, Canada', 'Smithsonian Astrophysical Observatory, Harvard-Smithsonian Center for Astrophysics, Cambridge, Massachusetts 02138, USA', 'Institute of Energy, Environment, and Economy, Tsinghua University, Beijing 100084, China', 'Resnick Sustainability Institute, California Institute of Technology, Pasadena, California 91125, USA', 'Department of Civil and Environmental Engineering, Princeton University, Princeton, New Jersey 08544, USA', 'School of Public Health, Fudan University, Shanghai, China', 'State Environmental Protection Key Laboratory of Sources and Control of Air Pollution Complex, Beijing 100084, China', 'School of International Development, University of East Anglia, Norwich NR4 7TJ, UK']","['Nature', '\n\t\t\t543,', '705–709', '(30 March 2017)', 'doi:10.1038/nature21712', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t07 March 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t10 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t07 March 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t10 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['Qiang Zhang', 'Steven J. Davis', 'Jintai Lin', 'Kebin He']",['Environmental impact'],Transboundary health impacts of transported global air pollution and international trade
"['\nNature |\n\t\t\t\t\tLetter\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tLetter\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Joshua W. Modell', '1', 'Wenyan Jiang', '1', 'Luciano A. Marraffini', '1']","['Laboratory of Bacteriology, The Rockefeller University, 1230 York Avenue, New York, NY 10065, USA']","['Nature', '\n\t\t\t544,', '101–104', '(06 April 2017)', 'doi:10.1038/nature21719', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t13 December 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t22 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t13 December 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t22 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['Luciano A. Marraffini'],"['Bacteriophages', 'Adaptive immunity', 'Bacteriology']",CRISPR–Cas systems exploit viral DNA injection to establish and maintain adaptive immunity
"['\nNature |\n\t\t\t\t\tReview\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tReview\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Gregory D. Scholes', '1', 'Graham R. Fleming', '2', 'Lin X. Chen', '3', '4', 'Alán Aspuru-Guzik', '5', 'Andreas Buchleitner', '6', 'David F. Coker', '7', 'Gregory S. Engel', '8', 'Rienk van Grondelle', '9', 'Akihito Ishizaki', '10', 'David M. Jonas', '11', 'Jeff S. Lundeen', '12', 'James K. McCusker', '13', 'Shaul Mukamel', '14', 'Jennifer P. Ogilvie', '15', 'Alexandra Olaya-Castro', '16', 'Mark A. Ratner', '17', 'Frank C. Spano', '18', 'K. Birgitta Whaley', '19', '20', 'Xiaoyang Zhu', '21']","['Department of Chemistry, Princeton University, Princeton, New Jersey 08544, USA', 'Department of Chemistry, University of California, Berkeley and Molecular Biophysics and Integrated Bioimaging Division, Lawrence Berkeley National Laboratory, Berkeley, California 94720, USA', 'Chemical Sciences and Engineering Division, Argonne National Laboratory, Lemont, Illinois 60439, USA', 'Department of Chemistry, Northwestern University, Evanston, Illinois 60208, USA', 'Department of Chemistry and Chemical Biology, Harvard University, Cambridge, Massachusetts 02138, USA', 'Institute of Physics, Albert-Ludwigs-Universitaet Freiburg, D-79104 Freiburg, Germany', 'Department of Chemistry, Boston University, Boston, Massachusetts 02215, USA', 'Department of Chemistry, University of Chicago, Chicago, Illinois 60637, USA', 'Department of Physics and Astronomy, VU University Amsterdam, 1081HV Amsterdam, The Netherlands', 'Institute for Molecular Science, National Institutes of Natural Sciences, Myodaiji, Okazaki 444-8585, Japan', 'Department of Chemistry and Biochemistry, University of Colorado Boulder, Boulder, Colorado 80309, USA', 'Department of Physics, University of Ottawa, Ottawa, Ontario K1N 6N5, Canada', 'Department of Chemistry, Michigan State University, East Lansing, Michigan 48824, USA', 'Departments of Chemistry and Physics and Astronomy, University of California—Irvine, Irvine, California 92697, USA', 'Department of Physics, University of Michigan, Ann Arbor, Michigan 48109, USA', 'Department of Physics and Astronomy, University College London, London WC1E 6BT, UK', 'Department of Chemistry, Northwestern University, Evanston, Illinois 60208, USA', 'Department of Chemistry, Temple University, Philadelphia, Pennsylvania 19122, USA', 'Department of Chemistry, University of California—Berkeley, California 94720, USA', 'Chemical Sciences Division, Lawrence Berkeley National Laboratory, Berkeley, California 94720, USA', 'Department of Chemistry, Columbia University, New York, New York 10027, USA']","['Nature', '\n\t\t\t543,', '647–656', '(30 March 2017)', 'doi:10.1038/nature21425', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t02 July 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t07 December 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t02 July 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t07 December 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['Gregory D. Scholes', 'Graham R. Fleming']","['Energy harvesting', 'Physical chemistry', 'Chemistry']",Using coherence to enhance function in chemical and biophysical systems
"['\nNature |\n\t\t\t\t\tResearch Highlights\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tResearch Highlights\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']",[],[],"['Nature', '\n\t\t\t543,', '592–593', '(30 March 2017)', 'doi:10.1038/543592d', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],[],"['Evolution', 'Brain']",Evolution: Diet drives primate brain size
"['\nNature |\n\t\t\t\t\tNews & Views\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tNews and Views\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Laura A. Miller', '1']","['Laura A. Miller is in the Departments of Biology and Mathematics, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, USA.']","['Nature', '\n\t\t\t544,', '40–41', '(06 April 2017)', 'doi:10.1038/nature21904', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t'],['Laura A. Miller'],['Biomechanics'],Biomechanics: The aerodynamics buzz from mosquitoes
"['\nNature |\n\t\t\t\t\tArticle\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t', '\nNature\n | \n\t\t\t\t\t\t\t\t\tArticle\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']","['Aurélie Hérault', '1', '†', 'Mikhail Binnewies', '1', '†', 'Stephanie Leong', '1', '†', 'Fernando J. Calero-Nieto', '2', 'Si Yi Zhang', '1', 'Yoon-A Kang', '1', 'Xiaonan Wang', '2', 'Eric M. Pietras', '1', 'S. Haihua Chu', '3', 'Keegan Barry-Holson', '1', 'Scott Armstrong', '3', 'Berthold Göttgens', '2', 'Emmanuelle Passegué', '1', '*']","['The Eli and Edythe Broad Center of Regeneration Medicine and Stem Cell Research, Department of Medicine, Division of Hematology/Oncology, University of California San Francisco, San Francisco, California 94143, USA', 'Cambridge University Department of Haematology, Cambridge Institute for Medical Research, Wellcome Trust and MRC Cambridge Stem Cell Institute, Hills Road, Cambridge CB2 0XY, UK', 'Department of Pediatric Oncology, Dana-Farber Cancer Institute, and Division of Hematology/Oncology, Boston Children’s Hospital, Harvard Medical School, Boston, Massachusetts 02215, USA']","['Nature', '\n\t\t\t544,', '53–58', '(06 April 2017)', 'doi:10.1038/nature21693', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t16 February 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t07 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']","['\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t16 February 2016\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t07 February 2017\n\t\t\t\t\t\t\t\t\t\t\t\t', '\n\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\n\t\t\t\t29 March 2017\t\t\t\t\t\t\t']",['Emmanuelle Passegué'],"['Haematopoietic stem cells', 'Stem-cell niche', 'Regeneration', 'Cancer stem cells', 'Leukaemia']",Myeloid progenitor cluster formation drives emergency and leukaemic myelopoiesis
